190, 100, 1777, 117, 1743, 968, 203, 949
191, 99, 1776, 116, 1741, 966, 204, 948
192, 99, 1774, 116, 1740, 964, 205, 946
192, 98, 1773, 115, 1739, 963, 205, 945
192, 98, 1772, 115, 1738, 962, 205, 944
193, 97, 1770, 114, 1736, 960, 205, 942
193, 97, 1769, 113, 1735, 959, 206, 941
193, 96, 1768, 112, 1734, 957, 206, 939
193, 95, 1766, 111, 1733, 955, 206, 937
194, 94, 1765, 111, 1732, 954, 207, 936
194, 94, 1764, 110, 1731, 952, 207, 934
195, 93, 1763, 109, 1729, 951, 208, 933
195, 93, 1761, 109, 1728, 949, 208, 932
196, 93, 1760, 109, 1726, 948, 209, 930
197, 93, 1758, 109, 1724, 947, 210, 929
198, 93, 1756, 108, 1723, 945, 211, 928
199, 93, 1754, 109, 1721, 944, 213, 926
200, 93, 1752, 109, 1719, 942, 214, 925
202, 94, 1750, 109, 1717, 941, 215, 924
203, 95, 1748, 110, 1715, 940, 217, 923
205, 96, 1746, 111, 1713, 939, 219, 922
207, 97, 1744, 112, 1711, 938, 220, 921
209, 98, 1741, 113, 1709, 937, 222, 920
211, 99, 1740, 114, 1707, 936, 224, 919
213, 100, 1738, 115, 1706, 935, 226, 918
215, 102, 1736, 117, 1704, 934, 228, 917
217, 103, 1734, 118, 1703, 933, 231, 916
219, 105, 1733, 120, 1701, 932, 233, 916
222, 106, 1731, 121, 1699, 932, 235, 915
224, 108, 1729, 123, 1698, 931, 237, 915
226, 109, 1727, 124, 1696, 930, 239, 914
228, 111, 1725, 125, 1694, 929, 241, 913
230, 112, 1723, 127, 1692, 928, 244, 912
232, 113, 1720, 128, 1690, 927, 246, 911
235, 115, 1718, 129, 1688, 926, 248, 910
237, 116, 1716, 131, 1686, 925, 250, 909
239, 117, 1714, 132, 1684, 924, 252, 908
241, 118, 1711, 133, 1682, 922, 253, 907
242, 119, 1709, 134, 1680, 921, 255, 906
244, 120, 1707, 134, 1677, 920, 256, 905
245, 121, 1704, 135, 1675, 919, 258, 903
247, 122, 1702, 136, 1673, 917, 259, 902
248, 123, 1700, 137, 1671, 916, 261, 901
250, 123, 1698, 137, 1669, 915, 262, 900
252, 124, 1695, 138, 1667, 914, 263, 898
253, 124, 1693, 138, 1665, 912, 265, 897
255, 125, 1691, 139, 1662, 911, 266, 895
256, 125, 1689, 139, 1660, 909, 268, 894
258, 126, 1687, 139, 1658, 907, 270, 892
260, 127, 1684, 140, 1656, 906, 271, 891
262, 127, 1682, 140, 1654, 904, 273, 889
263, 127, 1680, 141, 1652, 902, 275, 888
265, 128, 1678, 141, 1650, 900, 277, 885
267, 128, 1676, 141, 1649, 898, 279, 884
269, 128, 1674, 141, 1647, 896, 281, 882
271, 128, 1672, 141, 1645, 894, 283, 880
273, 129, 1670, 142, 1643, 893, 285, 878
275, 130, 1668, 143, 1641, 891, 286, 877
277, 130, 1666, 143, 1639, 889, 289, 876
279, 131, 1664, 144, 1637, 888, 291, 874
281, 132, 1661, 144, 1635, 886, 292, 872
283, 132, 1659, 145, 1633, 885, 294, 871
285, 133, 1657, 146, 1631, 884, 296, 870
287, 134, 1654, 147, 1629, 882, 298, 869
289, 135, 1652, 148, 1626, 881, 300, 867
291, 136, 1650, 148, 1624, 879, 301, 865
292, 137, 1647, 149, 1622, 877, 303, 863
294, 137, 1645, 149, 1620, 875, 306, 861
297, 137, 1643, 149, 1618, 873, 308, 859
299, 137, 1641, 149, 1616, 871, 310, 858
302, 138, 1639, 150, 1614, 869, 312, 856
304, 138, 1637, 150, 1612, 867, 315, 854
307, 139, 1635, 150, 1610, 865, 317, 852
309, 140, 1633, 151, 1608, 864, 320, 851
312, 141, 1631, 152, 1606, 862, 322, 850
314, 142, 1629, 153, 1604, 861, 324, 848
316, 143, 1626, 154, 1602, 860, 326, 847
318, 144, 1624, 156, 1600, 859, 328, 846
321, 146, 1621, 157, 1598, 857, 330, 845
323, 147, 1619, 158, 1595, 856, 332, 844
325, 148, 1617, 159, 1593, 855, 334, 842
327, 149, 1614, 160, 1591, 853, 336, 841
329, 149, 1611, 160, 1588, 850, 340, 838
331, 149, 1610, 160, 1587, 849, 341, 837
333, 150, 1608, 161, 1585, 847, 343, 835
335, 150, 1606, 161, 1583, 846, 345, 834
337, 151, 1604, 162, 1581, 844, 347, 832
339, 152, 1602, 163, 1580, 842, 349, 831
341, 152, 1600, 163, 1578, 841, 351, 829
343, 153, 1598, 164, 1576, 839, 353, 828
345, 154, 1596, 164, 1575, 838, 355, 826
348, 154, 1595, 165, 1573, 836, 357, 825
350, 155, 1593, 165, 1571, 835, 359, 823
352, 156, 1591, 166, 1570, 833, 361, 822
354, 156, 1589, 166, 1568, 832, 363, 820
356, 156, 1588, 167, 1567, 830, 365, 819
358, 156, 1587, 166, 1566, 828, 367, 816
360, 156, 1585, 166, 1565, 825, 370, 814
363, 155, 1584, 165, 1564, 823, 372, 812
365, 155, 1583, 165, 1562, 821, 374, 810
367, 155, 1582, 164, 1561, 818, 376, 807
370, 154, 1580, 164, 1560, 816, 379, 805
372, 153, 1580, 163, 1560, 813, 381, 803
375, 153, 1579, 162, 1559, 811, 384, 800
377, 152, 1578, 162, 1558, 808, 386, 798
380, 151, 1577, 161, 1557, 806, 388, 796
382, 151, 1576, 161, 1556, 804, 390, 794
384, 151, 1575, 160, 1555, 802, 393, 792
386, 150, 1574, 160, 1554, 800, 395, 790
389, 150, 1573, 160, 1553, 798, 397, 788
391, 151, 1571, 160, 1552, 797, 399, 787
