128, 60, 1874, 83, 1769, 1018, 189, 961
129, 61, 1873, 84, 1768, 1018, 190, 961
130, 62, 1872, 85, 1767, 1017, 191, 961
131, 63, 1871, 86, 1766, 1016, 192, 961
131, 63, 1868, 85, 1765, 1015, 192, 960
132, 64, 1866, 86, 1764, 1014, 193, 960
133, 65, 1864, 87, 1763, 1013, 194, 959
134, 66, 1862, 88, 1761, 1012, 195, 958
134, 66, 1861, 88, 1759, 1012, 195, 957
135, 67, 1859, 89, 1757, 1011, 196, 956
136, 68, 1857, 90, 1755, 1010, 197, 955
137, 69, 1855, 91, 1753, 1009, 198, 954
139, 69, 1852, 91, 1751, 1008, 198, 953
140, 70, 1850, 92, 1749, 1007, 199, 952
141, 71, 1848, 93, 1747, 1006, 200, 951
142, 72, 1846, 94, 1745, 1005, 201, 950
144, 71, 1843, 93, 1743, 1003, 202, 949
145, 72, 1840, 94, 1741, 1002, 203, 947
147, 73, 1837, 95, 1739, 1001, 204, 946
148, 74, 1835, 96, 1737, 1000, 205, 945
150, 74, 1833, 96, 1735, 998, 207, 943
151, 75, 1831, 97, 1733, 997, 208, 942
153, 76, 1828, 98, 1731, 996, 209, 941
154, 77, 1826, 99, 1729, 995, 210, 940
156, 77, 1823, 99, 1727, 992, 212, 939
157, 77, 1820, 99, 1725, 990, 213, 938
158, 78, 1817, 100, 1723, 988, 214, 937
159, 79, 1814, 101, 1721, 987, 215, 936
161, 79, 1812, 101, 1719, 985, 216, 934
162, 79, 1809, 102, 1717, 984, 217, 933
163, 80, 1806, 102, 1715, 982, 219, 932
165, 81, 1804, 103, 1713, 981, 220, 931
167, 81, 1802, 103, 1710, 979, 222, 928
169, 81, 1800, 103, 1708, 978, 223, 926
171, 82, 1798, 103, 1707, 976, 225, 925
173, 82, 1796, 103, 1706, 974, 227, 924
175, 83, 1794, 104, 1705, 972, 229, 923
177, 83, 1792, 104, 1704, 971, 231, 922
179, 83, 1791, 104, 1703, 970, 233, 921
181, 83, 1790, 104, 1702, 968, 235, 920
183, 84, 1789, 105, 1701, 966, 237, 918
185, 84, 1788, 105, 1700, 964, 239, 916
187, 84, 1787, 105, 1699, 962, 241, 914
189, 84, 1786, 105, 1698, 960, 243, 912
192, 84, 1785, 105, 1697, 959, 245, 910
194, 84, 1784, 105, 1696, 957, 247, 908
196, 83, 1783, 105, 1695, 955, 249, 906
198, 83, 1782, 105, 1695, 953, 251, 904
201, 83, 1781, 104, 1694, 951, 253, 902
205, 83, 1780, 104, 1693, 949, 256, 901
208, 83, 1779, 104, 1693, 947, 258, 899
210, 83, 1778, 104, 1692, 945, 261, 897
213, 83, 1777, 104, 1692, 944, 264, 896
