99, 60, 1778, 64, 1759, 985, 124, 1001
212, 90, 1484, 226, 1472, 866, 218, 1031
301, 223, 1414, 230, 1403, 852, 307, 843
423, 220, 1202, 306, 1202, 739, 428, 848
635, 424, 1156, 439, 1152, 725, 630, 733
138, 103, 1708, 108, 1684, 970, 161, 977
293, 101, 1481, 224, 1477, 836, 312, 1021
402, 292, 1429, 299, 1429, 862, 407, 883
432, 254, 1206, 317, 1221, 752, 456, 879
626, 414, 1131, 418, 1136, 695, 631, 713
92, 67, 1763, 77, 1748, 994, 109, 1009
341, 182, 1648, 57, 1622, 1048, 349, 850
440, 198, 1477, 196, 1471, 771, 454, 777
522, 192, 1468, 139, 1429, 912, 545, 706
612, 380, 1217, 372, 1222, 709, 620, 721
48, 73, 1780, 71, 1731, 996, 109, 1020
399, 178, 1651, 74, 1608, 1030, 434, 805
244, 239, 1418, 233, 1407, 854, 282, 900
500, 247, 1326, 323, 1298, 817, 569, 655
618, 396, 1186, 388, 1187, 702, 629, 712
122, 80, 1754, 75, 1722, 968, 169, 975
307, 227, 1354, 135, 1352, 964, 353, 800
504, 262, 1441, 250, 1425, 786, 526, 761
405, 216, 1385, 273, 1340, 869, 494, 687
680, 432, 1243, 491, 1205, 795, 665, 730
175, 101, 1735, 89, 1762, 999, 140, 978
342, 221, 1526, 100, 1555, 916, 289, 860
518, 224, 1419, 220, 1431, 733, 507, 731
477, 357, 1192, 300, 1282, 672, 536, 799
669, 588, 1109, 505, 1172, 747, 711, 846
202, 139, 1712, 127, 1703, 963, 231, 976
451, 155, 1642, 131, 1564, 967, 510, 731
465, 257, 1483, 227, 1476, 813, 489, 802
595, 233, 1329, 245, 1297, 709, 612, 624
694, 359, 1268, 375, 1250, 699, 694, 670
162, 73, 1770, 68, 1771, 980, 160, 972
315, 231, 1649, 59, 1674, 1045, 318, 915
560, 294, 1521, 272, 1523, 833, 561, 814
658, 328, 1539, 238, 1536, 932, 657, 798
682, 429, 1322, 425, 1325, 795, 678, 785
151, 104, 1790, 80, 1798, 969, 174, 1009
331, 46, 1655, 228, 1659, 904, 317, 1075
482, 300, 1414, 293, 1419, 803, 486, 814
643, 438, 1356, 404, 1359, 896, 636, 825
662, 418, 1217, 417, 1217, 726, 661, 722
238, 104, 1793, 90, 1805, 967, 238, 971
493, 84, 1731, 207, 1762, 878, 499, 1025
552, 334, 1502, 332, 1488, 855, 562, 854
522, 338, 1317, 383, 1298, 813, 516, 918
733, 476, 1220, 482, 1216, 754, 730, 749
176, 97, 1782, 93, 1744, 964, 222, 980
334, 43, 1494, 189, 1429, 778, 345, 968
440, 175, 1479, 186, 1447, 748, 463, 750
494, 250, 1392, 318, 1332, 790, 551, 673
689, 327, 1131, 333, 1124, 583, 697, 569
210, 122, 1709, 131, 1669, 951, 241, 941
297, 103, 1406, 232, 1357, 794, 300, 958
560, 243, 1375, 255, 1350, 710, 569, 685
630, 254, 1312, 175, 1295, 727, 623, 656
793, 444, 1112, 445, 1110, 653, 795, 633
170, 88, 1720, 109, 1698, 963, 179, 961
298, 122, 1617, 85, 1534, 1001, 337, 775
507, 191, 1503, 208, 1485, 762, 507, 749
559, 134, 1272, 225, 1263, 672, 583, 830
740, 370, 1226, 385, 1216, 656, 735, 647
231, 104, 1681, 121, 1658, 921, 241, 919
301, 99, 1403, 228, 1371, 792, 302, 918
514, 255, 1310, 271, 1299, 706, 519, 711
569, 264, 1316, 349, 1271, 789, 602, 642
726, 363, 1213, 359, 1208, 626, 735, 637
272, 127, 1624, 134, 1606, 879, 289, 884
359, 80, 1556, 187, 1527, 806, 381, 962
517, 241, 1399, 264, 1380, 755, 514, 738
674, 223, 1332, 292, 1287, 731, 689, 580
728, 377, 1161, 391, 1150, 640, 729, 613
249, 114, 1748, 106, 1740, 979, 236, 934
409, 220, 1631, 92, 1636, 952, 416, 849
577, 223, 1555, 212, 1545, 782, 572, 752
565, 164, 1469, 126, 1405, 767, 484, 647
689, 412, 1222, 407, 1216, 746, 687, 709
206, 82, 1747, 91, 1732, 964, 201, 938
214, 49, 1372, 257, 1370, 852, 179, 957
452, 232, 1376, 269, 1365, 787, 427, 760
481, 204, 1255, 254, 1270, 816, 584, 618
775, 417, 1307, 370, 1325, 700, 787, 710
315, 147, 1769, 145, 1781, 958, 316, 983
451, 247, 1578, 232, 1552, 964, 408, 843
531, 341, 1370, 323, 1389, 808, 522, 815
606, 332, 1210, 278, 1307, 616, 707, 757
754, 414, 1170, 413, 1185, 640, 751, 644
285, 106, 1626, 115, 1615, 847, 305, 870
465, 167, 1490, 183, 1439, 821, 447, 710
751, 297, 1512, 308, 1512, 744, 733, 719
626, 305, 1309, 263, 1319, 672, 596, 675
706, 383, 1223, 381, 1226, 676, 700, 673
81, 52, 1723, 75, 1648, 955, 137, 931
311, 122, 1596, 99, 1515, 1010, 407, 742
526, 253, 1436, 270, 1401, 752, 542, 760
590, 226, 1345, 281, 1322, 706, 593, 794
655, 370, 1174, 389, 1160, 677, 650, 659
184, 47, 1812, 74, 1730, 936, 238, 927
384, 123, 1589, 131, 1509, 904, 397, 733
560, 213, 1402, 239, 1388, 713, 544, 687
498, 269, 1241, 338, 1292, 736, 493, 751
684, 398, 1164, 401, 1168, 672, 677, 671
179, 96, 1777, 90, 1740, 962, 224, 969
373, 75, 1527, 177, 1473, 770, 406, 989
474, 254, 1396, 249, 1377, 761, 497, 753
523, 290, 1313, 241, 1303, 820, 526, 734
698, 373, 1266, 401, 1244, 730, 683, 683
129, 50, 1770, 99, 1764, 984, 131, 1016
322, 28, 1530, 199, 1530, 830, 331, 1003
393, 249, 1508, 240, 1497, 894, 393, 852
577, 411, 1326, 356, 1326, 946, 574, 843
643, 390, 1146, 389, 1156, 670, 656, 708
193, 140, 1600, 150, 1584, 940, 196, 922
398, 93, 1385, 167, 1299, 858, 433, 614
575, 329, 1271, 347, 1250, 723, 579, 713
450, 384, 1099, 380, 1077, 705, 464, 760
732, 425, 1166, 450, 1150, 698, 719, 666
262, 93, 1764, 171, 1626, 887, 316, 925
398, 92, 1536, 121, 1430, 692, 438, 985
529, 275, 1392, 283, 1353, 729, 559, 731
548, 200, 1424, 203, 1390, 814, 582, 661
640, 353, 1192, 352, 1184, 653, 655, 649
258, 163, 1677, 199, 1574, 905, 320, 908
493, 122, 1636, 93, 1557, 984, 542, 695
657, 261, 1501, 254, 1462, 694, 689, 691
