134, 148, 1722, 163, 1645, 975, 204, 988
134, 148, 1722, 163, 1644, 975, 204, 988
134, 148, 1722, 163, 1643, 975, 204, 988
133, 148, 1722, 163, 1643, 975, 204, 988
133, 148, 1722, 163, 1643, 975, 204, 988
133, 148, 1722, 163, 1643, 976, 204, 988
133, 148, 1722, 163, 1643, 976, 204, 988
133, 148, 1722, 163, 1643, 976, 204, 988
133, 148, 1722, 163, 1642, 976, 204, 987
133, 148, 1722, 163, 1642, 976, 204, 987
133, 148, 1722, 163, 1642, 976, 203, 987
133, 148, 1722, 163, 1642, 976, 203, 987
133, 148, 1722, 163, 1643, 977, 203, 987
133, 148, 1722, 163, 1643, 977, 203, 987
133, 148, 1722, 163, 1643, 977, 203, 987
133, 148, 1722, 163, 1643, 977, 204, 987
133, 148, 1722, 163, 1643, 977, 204, 987
133, 148, 1722, 163, 1643, 977, 204, 987
133, 148, 1722, 163, 1643, 978, 204, 987
133, 148, 1722, 163, 1643, 978, 204, 987
133, 148, 1722, 163, 1643, 978, 204, 987
133, 148, 1722, 163, 1643, 978, 204, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1643, 978, 205, 987
133, 148, 1722, 163, 1644, 978, 205, 987
133, 148, 1722, 163, 1644, 978, 205, 987
133, 148, 1722, 163, 1644, 978, 205, 987
133, 148, 1722, 163, 1644, 978, 205, 987
132, 148, 1722, 163, 1643, 977, 204, 986
132, 148, 1722, 163, 1643, 977, 204, 986
132, 147, 1722, 163, 1644, 978, 204, 987
132, 147, 1722, 163, 1644, 978, 204, 987
132, 147, 1722, 163, 1644, 978, 204, 987
132, 147, 1722, 163, 1644, 978, 204, 987
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
131, 147, 1722, 163, 1643, 977, 204, 986
